group,district_key,breakpoint,first_5g_yearmonth,relative_month,class
analyzed_67,AREQUIPA|AREQUIPA|TIABAYA,202410,,,never
analyzed_67,AREQUIPA|AREQUIPA|YANAHUARA,202410,,,never
analyzed_67,AREQUIPA|AREQUIPA|JOSE LUIS BUSTAMANTE Y RIVERO,202411,,,never
analyzed_67,AYACUCHO|HUAMANGA|CARMEN ALTO,202505,,,never
analyzed_67,CALLAO|CALLAO|LA PERLA,202602,,,never
analyzed_67,CUSCO|CUSCO|CUSCO,202509,,,never
analyzed_67,CUSCO|CUSCO|SAN JERONIMO,202509,,,never
analyzed_67,CUSCO|CUSCO|SAN SEBASTIAN,202509,,,never
analyzed_67,CUSCO|CUSCO|SANTIAGO,202509,,,never
analyzed_67,CUSCO|CUSCO|WANCHAQ,202509,,,never
analyzed_67,CUSCO|ESPINAR|ESPINAR,202602,,,never
analyzed_67,ICA|ICA|ICA,202510,,,never
analyzed_67,ICA|ICA|LA TINGUIÑA,202508,,,never
analyzed_67,ICA|ICA|PARCONA,202510,,,never
analyzed_67,ICA|ICA|SUBTANJALLA,202507,,,never
analyzed_67,ICA|CHINCHA|CHINCHA ALTA,202406,,,never
analyzed_67,ICA|CHINCHA|ALTO LARAN,202406,,,never
analyzed_67,ICA|CHINCHA|CHINCHA BAJA,202406,,,never
analyzed_67,ICA|CHINCHA|EL CARMEN,202406,,,never
analyzed_67,ICA|CHINCHA|PUEBLO NUEVO,202406,,,never
analyzed_67,ICA|CHINCHA|SUNAMPE,202405,,,never
analyzed_67,JUNIN|HUANCAYO|HUANCAYO,202501,,,never
analyzed_67,JUNIN|HUANCAYO|CHILCA,202501,,,never
analyzed_67,JUNIN|HUANCAYO|EL TAMBO,202501,,,never
analyzed_67,JUNIN|HUANCAYO|PILCOMAYO,202501,,,never
analyzed_67,JUNIN|HUANCAYO|SAN AGUSTIN,202412,,,never
analyzed_67,LA LIBERTAD|TRUJILLO|TRUJILLO,202412,,,never
analyzed_67,LA LIBERTAD|TRUJILLO|EL PORVENIR,202412,,,never
analyzed_67,LA LIBERTAD|TRUJILLO|LA ESPERANZA,202412,,,never
analyzed_67,LA LIBERTAD|TRUJILLO|MOCHE,202412,,,never
analyzed_67,LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA,202412,,,never
analyzed_67,LAMBAYEQUE|CHICLAYO|CHICLAYO,202412,,,never
analyzed_67,LAMBAYEQUE|CHICLAYO|JOSE LEONARDO ORTIZ,202412,,,never
analyzed_67,LAMBAYEQUE|CHICLAYO|LA VICTORIA,202412,,,never
analyzed_67,LAMBAYEQUE|CHICLAYO|PIMENTEL,202412,,,never
analyzed_67,LIMA|LIMA|BARRANCO,202511,202605.0,6.0,5g_after_window
analyzed_67,LIMA|LIMA|BREÑA,202512,202604.0,4.0,5g_in_post_window
analyzed_67,LIMA|LIMA|CARABAYLLO,202512,202511.0,-1.0,5g_before_bp
analyzed_67,LIMA|LIMA|INDEPENDENCIA,202512,,,never
analyzed_67,LIMA|LIMA|LOS OLIVOS,202512,202603.0,3.0,5g_in_post_window
analyzed_67,LIMA|LIMA|PUENTE PIEDRA,202512,,,never
analyzed_67,LIMA|LIMA|PUNTA NEGRA,202504,202604.0,12.0,5g_after_window
analyzed_67,LIMA|LIMA|SAN JUAN DE LURIGANCHO,202512,202605.0,5.0,5g_in_post_window
analyzed_67,LIMA|LIMA|SAN MARTIN DE PORRES,202512,202604.0,4.0,5g_in_post_window
analyzed_67,LIMA|CAÑETE|ASIA,202512,202510.0,-2.0,5g_before_bp
analyzed_67,LIMA|CAÑETE|CHILCA,202510,,,never
analyzed_67,LIMA|CAÑETE|MALA,202512,202604.0,4.0,5g_in_post_window
analyzed_67,LIMA|HUAURA|SAYAN,202602,,,never
analyzed_67,PIURA|PIURA|CASTILLA,202412,,,never
analyzed_67,PIURA|PIURA|CATACAOS,202411,,,never
analyzed_67,PIURA|PIURA|VEINTISEIS DE OCTUBRE,202412,,,never
analyzed_67,PUNO|PUNO|PUNO,202511,,,never
analyzed_67,PUNO|CHUCUITO|DESAGUADERO,202601,,,never
analyzed_67,PUNO|MELGAR|AYAVIRI,202602,,,never
analyzed_67,PUNO|SAN ROMAN|JULIACA,202511,,,never
analyzed_67,PUNO|SAN ROMAN|CARACOTO,202511,,,never
analyzed_67,PUNO|SAN ROMAN|SAN MIGUEL,202511,,,never
analyzed_67,TACNA|CANDARAVE|CAMILACA,202412,,,never
analyzed_67,TUMBES|TUMBES|TUMBES,202511,,,never
controls_used,APURIMAC|ABANCAY|ABANCAY,202410,,,never
controls_used,CAJAMARCA|CHOTA|CHOTA,202410,,,never
controls_used,CAJAMARCA|HUALGAYOC|BAMBAMARCA,202410,,,never
controls_used,CAJAMARCA|CAJAMARCA|CAJAMARCA,202410,,,never
controls_used,CAJAMARCA|CUTERVO|CUTERVO,202410,,,never
controls_used,CAJAMARCA|CHOTA|CHOTA,202411,,,never
controls_used,APURIMAC|ABANCAY|ABANCAY,202411,,,never
