AÑO,MES,ADM_LEVEL_1_NAME,ADM_LEVEL_2_NAME,ADM_LEVEL_3_NAME,NETWORK_CARRIER,AVERAGE_THROUGHPUT_DOWNLOAD_3G,THROUGHPUT_DOWNLOAD_3G_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_3G,THROUGHPUT_UPLOAD_3G_MEASUREMENTS,AVERAGE_THROUGHPUT_DOWNLOAD_4G,THROUGHPUT_DOWNLOAD_4G_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_4G,THROUGHPUT_UPLOAD_4G_MEASUREMENTS,AVERAGE_THROUGHPUT_DOWNLOAD_5G_NSA,THROUGHPUT_DOWNLOAD_5G_NSA_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_5G_NSA,THROUGHPUT_UPLOAD_5G_NSA_MEASUREMENTS,AVERAGE_LATENCY_3G,LATENCY_3G_MEASUREMENTS,AVERAGE_LATENCY_4G,LATENCY_4G_MEASUREMENTS,AVERAGE_LATENCY_5G_NSA,LATENCY_5G_NSA_MEASUREMENTS,TIME_PERCENTAGE_3G,TIME_PERCENTAGE_3G_SECONDS,TIME_PERCENTAGE_3G_MEASUREMENTS,TIME_PERCENTAGE_4G,TIME_PERCENTAGE_4G_SECONDS,TIME_PERCENTAGE_4G_MEASUREMENTS,TIME_PERCENTAGE_5G_NSA,TIME_PERCENTAGE_5G_NSA_SECONDS,TIME_PERCENTAGE_5G_NSA_MEASUREMENTS,TIME_PERCENTAGE_TOTAL_SECONDS,PACKET_LOSS_3G,LOST_PACKET_3G,PACKET_TRANSMITTED_3G,PACKET_LOSS_3G_MEASUREMENTS,PACKET_LOSS_4G,LOST_PACKET_4G,PACKET_TRANSMITTED_4G,PACKET_LOSS_4G_MEASUREMENTS,PACKET_LOSS_5G_NSA,LOST_PACKET_5G_NSA,PACKET_TRANSMITTED_5G_NSA,PACKET_LOSS_5G_NSA_MEASUREMENTS,ROW_PRESENT_IN_SOURCE,SOURCE_FILE,YEARMONTH,IS_3G_ACTIVE_MONTH,IS_3G_ZERO_MONTH
2023,1,Ica,Ica,La Tinguiña,MOVISTAR,4.919153,1118.0,0.0,0.0,10.186623,14978.0,4.3843856,1056.0,0.0,0.0,0.0,0.0,158.95276,523.0,76.3802,10862.0,0.0,0.0,3.917324,1151900.0,0.0,95.47193,28073787.0,0.0,0.0,0.0,0.0,29405278.0,3.5127738,77.0,2192.0,0.0,0.95372105,427.0,44772.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,Parcona,MOVISTAR,6.3516307,8155.0,1.2943196,2233.0,10.691666,21025.0,4.730023,2748.0,0.0,0.0,0.0,0.0,216.88365,4614.0,77.151054,17176.0,0.0,0.0,14.271957,5457064.0,0.0,84.6853,32380501.0,0.0,0.0,0.0,0.0,38236270.0,4.0953674,785.0,19168.0,0.0,1.0141193,724.0,71392.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,Subtanjalla,MOVISTAR,4.0748696,952.0,0.0,0.0,6.5994506,11946.0,2.6351588,694.0,0.0,0.0,0.0,0.0,201.16328,538.0,77.55035,11160.0,0.0,0.0,6.883468,1441225.0,0.0,92.188194,19301888.0,0.0,0.0,0.0,0.0,20937483.0,4.1814947,94.0,2248.0,0.0,1.4579978,688.0,47188.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,Chilca,MOVISTAR,3.68378,1747.0,0.6259593,726.0,6.19303,35213.0,3.5120056,3660.0,0.0,0.0,0.0,0.0,233.26991,1577.0,80.83745,40341.0,0.0,0.0,4.4854684,3537690.0,0.0,93.28055,73570388.0,0.0,0.0,0.0,0.0,78870020.0,9.081808,635.0,6992.0,0.0,2.0057142,3510.0,175000.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,El Tambo,MOVISTAR,4.1784425,14391.0,0.91216016,4229.0,8.658912,189314.0,3.7746463,14094.0,0.0,0.0,0.0,0.0,218.77696,11594.0,81.109924,181515.0,0.0,0.0,7.57137,24334056.0,0.0,91.28204,293376538.0,0.0,0.0,0.0,0.0,321395681.0,5.2333574,2588.0,49452.0,0.0,1.1222514,8509.0,758208.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,Huancayo,MOVISTAR,4.743481,7531.0,0.79125005,2383.0,9.264376,154982.0,3.491821,11215.0,0.0,0.0,0.0,0.0,217.9961,6201.0,80.26903,149210.0,0.0,0.0,4.043258,8907372.0,0.0,95.4659,210313112.0,0.0,0.0,0.0,0.0,220301826.0,6.4580154,1692.0,26200.0,0.0,1.2091066,7550.0,624428.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,Pilcomayo,MOVISTAR,2.5029233,579.0,0.0,0.0,5.8714995,8606.0,0.0,0.0,0.0,0.0,0.0,0.0,258.69257,555.0,82.353546,11115.0,0.0,0.0,7.7241697,1781726.0,0.0,91.33025,21067052.0,0.0,0.0,0.0,0.0,23066893.0,8.802251,219.0,2488.0,0.0,1.505417,717.0,47628.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,San Agustin,MOVISTAR,5.0977163,973.0,0.0,0.0,5.9482207,28987.0,3.5325255,2459.0,0.0,0.0,0.0,0.0,223.79637,579.0,78.61474,19831.0,0.0,0.0,2.122394,683256.0,0.0,97.11134,31262764.0,0.0,0.0,0.0,0.0,32192701.0,5.661882,142.0,2508.0,0.0,1.5224816,1284.0,84336.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Junin,Tarma,Acobamba,MOVISTAR,4.8335643,3111.0,0.64341867,826.0,11.647323,5444.0,0.0,0.0,0.0,0.0,0.0,0.0,196.20406,2091.0,85.261406,4255.0,0.0,0.0,32.130886,2354703.0,0.0,59.179104,4336924.0,0.0,0.0,0.0,0.0,7328472.0,5.9855986,532.0,8888.0,0.0,1.9560965,360.0,18404.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,La Libertad,Ascope,Casa Grande,MOVISTAR,2.7401848,6806.0,0.68974817,2601.0,6.3566194,41684.0,3.6977856,2714.0,0.0,0.0,0.0,0.0,245.4831,3058.0,85.60695,35283.0,0.0,0.0,11.456168,9020097.0,0.0,87.25657,68702093.0,0.0,0.0,0.0,0.0,78735723.0,7.221725,968.0,13404.0,0.0,1.3055646,1922.0,147216.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
